number,name,type_1,type_2,abilities,hp,att,def,spa,spd,spe,bst,mean,standard_deviation,generation,experience_type,experience_to_level_100,final_evolution,catch_rate,legendary,mega_evolution,alolan_form,galarian_form,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,height,weight,bmi,bmi_clipped,atk_def_ratio,offensive_power,defensive_power
657,frogadier,water,none,"['protean', 'torrent']",54,63,52,83,56,97,405,67.5,16.760568804985905,6.0,Medium Slow,1059860,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,10.9,30.3,30.3,1.2115384615384615,146,108
658,greninja,water,dark,"['protean', 'torrent']",72,95,67,103,71,122,530,88.33333333333333,20.063787168816248,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.5,40.0,17.8,17.8,1.4179104477611941,198,138
658,ash-greninja,water,dark,['battle bond'],72,145,67,153,71,132,640,106.66666666666669,37.205137040766594,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.5,40.0,17.8,17.8,2.1641791044776117,298,138
659,bunnelby,normal,none,"['cheek pouch', 'huge power', 'pickup']",38,36,38,32,36,57,237,39.5,8.077747210701755,6.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,5.0,31.3,31.3,0.9473684210526315,68,74
660,diggersby,normal,ground,"['cheek pouch', 'huge power', 'pickup']",85,56,77,50,77,78,423,70.5,12.789970028633112,6.0,Medium Fast,1000000,1.0,127,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,42.4,42.4,42.4,0.7272727272727273,106,154
661,fletchling,normal,flying,"['big pecks', 'gale wings']",45,50,43,40,38,62,278,46.333333333333336,7.972173828734266,6.0,Medium Slow,1059860,0.0,255,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.3,1.7,18.9,18.9,1.1627906976744187,90,81
662,fletchinder,fire,flying,"['flame body', 'gale wings']",62,73,55,56,52,84,382,63.66666666666666,11.352924243950932,6.0,Medium Slow,1059860,0.0,120,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0.7,16.0,32.7,32.7,1.3272727272727274,129,107
663,talonflame,fire,flying,"['flame body', 'gale wings']",78,81,71,74,69,126,499,83.16666666666667,19.573933914491715,6.0,Medium Slow,1059860,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1.2,24.5,17.0,17.0,1.1408450704225352,155,140
664,scatterbug,bug,none,"['friend guard', 'shield dust']",38,35,40,27,25,35,200,33.333333333333336,5.497474167490214,6.0,Medium Fast,1000000,0.0,255,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.5,27.8,27.8,0.875,62,65
665,spewpa,bug,none,"['friend guard', 'shed skin']",45,22,60,27,30,29,213,35.5,13.022416570411703,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,8.4,93.3,93.3,0.36666666666666664,49,90
666,vivillon,bug,flying,"['friend guard', 'shield dust']",80,52,50,90,50,89,411,68.5,18.12686771986085,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.2,17.0,11.8,11.8,1.04,142,100
667,litleo,fire,normal,"['moxie', 'rivalry', 'unnerve']",62,50,58,73,54,72,369,61.5,8.597480251019286,6.0,Medium Slow,1059860,0.0,220,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0.6,13.5,37.5,37.5,0.8620689655172413,123,112
668,pyroar,fire,normal,"['moxie', 'rivalry', 'unnerve']",86,68,72,109,66,106,507,84.5,17.490473597552086,6.0,Medium Slow,1059860,1.0,65,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,1.5,81.5,36.2,36.2,0.9444444444444444,177,138
669,flabébé,fairy,none,"['flower veil', 'symbiosis']",44,38,39,61,79,42,303,50.5,14.863265679744362,6.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.1,0.1,10.0,10.0,0.9743589743589743,99,118
670,floette,fairy,none,"['flower veil', 'symbiosis']",54,45,47,75,98,52,371,61.833333333333336,18.898118660038328,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.9,22.5,22.5,0.9574468085106383,120,145
671,florges,fairy,none,"['flower veil', 'symbiosis']",78,65,68,112,154,75,552,92.0,31.712247896777463,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.1,10.0,8.3,8.3,0.9558823529411765,177,222
672,skiddo,grass,none,"['grass pelt', 'sap sipper']",66,65,48,62,57,52,350,58.333333333333336,6.649979114420002,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,31.0,38.3,38.3,1.3541666666666667,127,105
673,gogoat,grass,none,"['grass pelt', 'sap sipper']",123,100,62,97,81,68,531,88.5,20.71030339388264,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,91.0,31.5,31.5,1.6129032258064515,197,143
674,pancham,fighting,none,"['iron fist', 'mold breaker', 'scrappy']",67,82,62,46,48,43,348,58.0,13.79613472438325,6.0,Medium Fast,1000000,0.0,220,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,8.0,22.2,22.2,1.3225806451612903,128,110
675,pangoro,fighting,dark,"['iron fist', 'mold breaker', 'scrappy']",95,124,78,69,71,58,495,82.5,21.65448375433288,6.0,Medium Fast,1000000,1.0,65,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,2.1,136.0,30.8,30.8,1.5897435897435896,193,149
676,furfrou,normal,none,['fur coat'],75,80,60,65,90,102,472,78.66666666666667,14.278966660402595,6.0,Medium Fast,1000000,1.0,160,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,28.0,19.4,19.4,1.3333333333333333,145,150
677,espurr,psychic,none,"['infiltrator', 'keen eye', 'own tempo']",62,48,54,63,60,68,355,59.16666666666666,6.491447364716815,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,3.5,38.9,38.9,0.8888888888888888,111,114
678,meowstic,psychic,none,"['infiltrator', 'keen eye', 'prankster']",74,48,76,83,81,104,466,77.66666666666667,16.478942792411033,6.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.6,8.5,23.6,23.6,0.631578947368421,131,157
679,honedge,steel,ghost,['no guard'],45,80,100,35,37,28,325,54.16666666666666,26.453838200827413,6.0,Medium Fast,1000000,0.0,180,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0.8,2.0,3.1,3.1,0.8,115,137
680,doublade,steel,ghost,['no guard'],59,110,150,45,49,35,448,74.66666666666667,41.395115117070944,6.0,Medium Fast,1000000,0.0,90,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0.8,4.5,7.0,7.0,0.7333333333333333,155,199
681,aegislash_shield_form,steel,ghost,['stance change'],50,70,140,70,140,60,530,88.33333333333333,37.15582801601326,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.7,53.0,18.3,18.3,0.5,140,280
681,aegislash_blade_form,steel,ghost,['stance change'],50,140,70,140,70,60,530,88.33333333333333,37.15582801601326,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,1.7,53.0,18.3,18.3,2.0,280,140
682,spritzee,fairy,none,"['aroma veil', 'healer']",78,52,60,63,65,23,341,56.833333333333336,16.984470030655128,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.2,0.5,12.5,12.5,0.8666666666666667,115,125
683,aromatisse,fairy,none,"['aroma veil', 'healer']",101,72,72,99,89,29,462,77.0,24.35159132377184,6.0,Medium Fast,1000000,1.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.8,15.5,24.2,24.2,1.0,171,161
684,swirlix,fairy,none,"['sweet veil', 'unburden']",62,48,66,59,57,49,341,56.833333333333336,6.517071598672383,6.0,Medium Fast,1000000,0.0,200,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.4,3.5,21.9,21.9,0.7272727272727273,107,123
685,slurpuff,fairy,none,"['sweet veil', 'unburden']",82,80,86,85,75,72,480,80.0,5.066228051190221,6.0,Medium Fast,1000000,1.0,140,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.8,5.0,7.8,7.8,0.9302325581395349,165,161
686,inkay,dark,psychic,"['contrary', 'infiltrator', 'suction cups']",53,54,53,37,46,45,288,48.0,6.055300708194984,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.4,3.5,21.9,21.9,1.0188679245283019,91,99
687,malamar,dark,psychic,"['contrary', 'infiltrator', 'suction cups']",86,92,88,68,75,73,482,80.33333333333333,8.768630958643937,6.0,Medium Fast,1000000,1.0,80,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,47.0,20.9,20.9,1.0454545454545454,160,163
688,binacle,rock,water,"['pickpocket', 'sniper', 'tough claws']",42,52,67,39,56,50,306,51.0,9.201449161228174,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,31.0,124.0,100.0,0.7761194029850746,91,123
689,barbaracle,rock,water,"['pickpocket', 'sniper', 'tough claws']",72,105,115,54,86,68,500,83.33333333333333,21.22629396657729,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,96.0,56.8,56.8,0.9130434782608695,159,201
690,skrelp,poison,water,"['adaptability', 'poison point', 'poison touch']",50,60,60,60,60,30,320,53.333333333333336,11.055415967851332,6.0,Medium Fast,1000000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,7.3,29.2,29.2,1.0,120,120
691,dragalge,poison,dragon,"['adaptability', 'poison point', 'poison touch']",65,75,90,97,123,44,494,82.33333333333333,25.00444404945293,6.0,Medium Fast,1000000,1.0,55,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.8,81.5,25.2,25.2,0.8333333333333334,172,213
692,clauncher,water,none,['mega launcher'],50,53,62,58,63,44,330,55.0,6.733003292241385,6.0,Slow,1250000,0.0,225,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,8.3,33.2,33.2,0.8548387096774194,111,125
693,clawitzer,water,none,['mega launcher'],71,73,88,120,89,59,500,83.33333333333333,19.36204764194348,6.0,Slow,1250000,1.0,55,0.0,0.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,35.3,20.9,20.9,0.8295454545454546,193,177
694,helioptile,electric,normal,"['dry skin', 'sand veil', 'solar power']",44,38,33,61,43,70,289,48.16666666666666,13.030946072927918,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,6.0,24.0,24.0,1.1515151515151516,99,76
695,heliolisk,electric,normal,"['dry skin', 'sand veil', 'solar power']",62,55,52,109,94,109,481,80.16666666666667,24.531725490791622,6.0,Medium Fast,1000000,1.0,75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,21.0,21.0,21.0,1.0576923076923077,164,146
696,tyrunt,rock,dragon,"['strong jaw', 'sturdy']",58,89,77,45,45,48,362,60.333333333333336,16.967288790165885,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,26.0,40.6,40.6,1.155844155844156,134,122
697,tyrantrum,rock,dragon,"['rock head', 'strong jaw']",82,121,119,69,59,71,521,86.83333333333333,24.388635787094685,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,270.0,43.2,43.2,1.0168067226890756,190,178
698,amaura,rock,ice,"['refrigerate', 'snow warning']",77,59,50,67,63,46,362,60.333333333333336,10.354816378006046,6.0,Medium Fast,1000000,0.0,45,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.3,25.2,14.9,14.9,1.18,126,113
699,aurorus,rock,ice,"['refrigerate', 'snow warning']",123,77,72,99,92,58,521,86.83333333333333,20.939728322550465,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.7,225.0,30.9,30.9,1.0694444444444444,176,164
700,sylveon,fairy,none,"['cute charm', 'pixilate']",95,65,65,110,130,60,525,87.5,26.25991876098121,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,1.0,23.5,23.5,23.5,1.0,175,195
701,hawlucha,fighting,flying,"['limber', 'mold breaker', 'unburden']",78,92,75,74,63,118,500,83.33333333333333,17.679240808234823,6.0,Medium Fast,1000000,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0.8,21.5,33.6,33.6,1.2266666666666666,166,138
702,dedenne,electric,fairy,"['cheek pouch', 'pickup', 'plus']",67,58,57,81,67,101,431,71.83333333333333,15.236104780713765,6.0,Medium Fast,1000000,1.0,180,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.2,2.2,55.0,55.0,1.0175438596491229,139,124
703,carbink,rock,fairy,"['clear body', 'sturdy']",50,50,150,50,150,50,500,83.33333333333333,47.14045207910317,6.0,Slow,1250000,1.0,60,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0.3,5.7,63.3,63.3,0.3333333333333333,100,300
704,goomy,dragon,none,"['gooey', 'hydration', 'sap sipper']",45,50,35,55,75,40,300,50.0,12.909944487358056,6.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3,2.8,31.1,31.1,1.4285714285714286,105,110
705,sliggoo,dragon,none,"['gooey', 'hydration', 'sap sipper']",68,75,53,83,113,60,452,75.33333333333333,19.43078885571956,6.0,Slow,1250000,0.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.8,17.5,27.3,27.3,1.4150943396226414,158,166
706,goodra,dragon,none,"['gooey', 'hydration', 'sap sipper']",90,100,70,110,150,80,600,100.0,25.81988897471611,6.0,Slow,1250000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,150.5,37.6,37.6,1.4285714285714286,210,220
707,klefki,steel,fairy,"['magician', 'prankster']",57,80,91,80,87,75,470,78.33333333333333,10.85766498326822,6.0,Fast,800000,1.0,75,0.0,0.0,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.2,3.0,75.0,75.0,0.8791208791208791,160,178
708,phantump,ghost,grass,"['frisk', 'harvest', 'natural cure']",43,70,48,50,60,38,309,51.5,10.673175097723576,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,7.0,43.8,43.8,1.4583333333333333,120,108
709,trevenant,ghost,grass,"['frisk', 'harvest', 'natural cure']",85,110,76,65,82,56,474,79.0,17.029386365926403,6.0,Medium Fast,1000000,1.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,71.0,31.6,31.6,1.4473684210526316,175,158
710,small_size_pumpkaboo,ghost,grass,"['frisk', 'insomnia', 'pickup']",44,66,70,44,55,56,335,55.833333333333336,9.872802146413258,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,3.5,38.9,38.9,0.9428571428571428,110,125
710,average_size_pumpkaboo,ghost,grass,"['frisk', 'insomnia', 'pickup']",49,66,70,44,55,51,335,55.833333333333336,9.263128821060167,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,5.0,31.3,31.3,0.9428571428571428,110,125
710,large_size_pumpkaboo,ghost,grass,"['frisk', 'insomnia', 'pickup']",54,66,70,44,55,46,335,55.833333333333336,9.529194905948536,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,7.5,30.0,30.0,0.9428571428571428,110,125
710,super_size_pumpkaboo,ghost,grass,"['frisk', 'insomnia', 'pickup']",59,66,70,44,55,41,335,55.833333333333336,10.605292179955356,6.0,Medium Fast,1000000,0.0,120,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,15.0,23.4,23.4,0.9428571428571428,110,125
711,small_size_gourgeist,ghost,grass,"['frisk', 'insomnia', 'pickup']",55,85,122,58,75,99,494,82.33333333333333,23.27850701589105,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,9.5,19.4,19.4,0.6967213114754098,143,197
711,average_size_gourgeist,ghost,grass,"['frisk', 'insomnia', 'pickup']",65,90,122,58,75,84,494,82.33333333333333,20.7417989148054,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.9,12.5,15.4,15.4,0.7377049180327869,148,197
711,large_size_gourgeist,ghost,grass,"['frisk', 'insomnia', 'pickup']",75,95,122,58,75,69,494,82.33333333333333,20.86198030442513,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.1,14.0,11.6,11.6,0.7786885245901639,153,197
711,super_size_gourgeist,ghost,grass,"['frisk', 'insomnia', 'pickup']",85,100,122,58,75,54,494,82.33333333333333,23.59849336057048,6.0,Medium Fast,1000000,0.0,60,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.7,39.0,13.5,13.5,0.819672131147541,158,197
712,bergmite,ice,none,"['ice body', 'own tempo', 'sturdy']",55,69,85,32,35,28,304,50.66666666666666,20.98147330914162,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,99.5,99.5,99.5,0.8117647058823529,101,120
713,avalugg,ice,none,"['ice body', 'own tempo', 'sturdy']",95,117,184,44,46,28,514,85.66666666666667,53.81036661792554,6.0,Medium Fast,1000000,1.0,55,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,505.0,126.3,100.0,0.6358695652173914,161,230
714,noibat,flying,dragon,"['frisk', 'infiltrator', 'telepathy']",40,30,35,45,40,55,245,40.833333333333336,7.861650943380503,6.0,Medium Fast,1000000,0.0,190,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0.5,8.0,32.0,32.0,0.8571428571428571,75,75
715,noivern,flying,dragon,"['frisk', 'infiltrator', 'telepathy']",85,70,80,97,80,123,535,89.16666666666667,17.121299275723466,6.0,Medium Fast,1000000,1.0,45,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.5,85.0,37.8,37.8,0.875,167,160
716,xerneas,fairy,none,['fairy aura'],126,131,95,131,98,99,680,113.33333333333331,16.131404843417148,6.0,Slow,1250000,1.0,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,215.0,23.9,23.9,1.3789473684210527,262,193
717,yveltal,dark,flying,['dark aura'],126,131,95,131,98,99,680,113.33333333333331,16.131404843417148,6.0,Slow,1250000,1.0,45,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,5.8,203.0,6.0,6.0,1.3789473684210527,262,193
718,zygarde,dragon,ground,['aura break'],108,100,121,81,95,95,600,100.0,12.355835328567093,6.0,Slow,1250000,1.0,3,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,305.0,12.2,12.2,0.8264462809917356,181,216
